age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,balance_log
51,technician,single,secondary,no,-463,yes,no,cellular,5,may,496,1,343,3,failure,0,0.0
47,admin.,married,secondary,no,769,yes,no,cellular,5,may,183,1,265,2,failure,0,6.646390514847729
39,blue-collar,single,secondary,no,290,yes,no,cellular,5,may,128,1,336,1,other,0,5.673323267171493
43,technician,divorced,secondary,no,0,yes,no,cellular,5,may,150,2,342,2,failure,0,0.0
35,services,married,secondary,no,27,yes,yes,cellular,5,may,442,2,278,3,failure,0,3.332204510175204
46,management,married,tertiary,no,1217,yes,no,cellular,5,may,83,9,168,2,other,0,7.1049654482698426
55,services,married,secondary,no,-626,yes,yes,cellular,5,may,369,2,278,5,failure,0,0.0
45,admin.,married,secondary,no,251,yes,no,cellular,5,may,304,2,259,2,failure,0,5.529429087511423
32,management,married,tertiary,no,4761,yes,no,cellular,5,may,159,2,350,2,failure,0,8.468423027046809
33,management,married,tertiary,no,8339,yes,no,cellular,5,may,335,2,165,5,other,0,9.028818495352793
30,management,married,tertiary,no,6432,yes,no,cellular,5,may,334,6,165,5,failure,0,8.769196271411001
31,admin.,married,secondary,no,368,yes,no,cellular,5,may,414,5,361,3,other,0,5.910796644040527
44,management,divorced,tertiary,no,0,yes,yes,cellular,5,may,297,2,167,1,failure,0,0.0
34,blue-collar,married,primary,no,6352,yes,no,cellular,5,may,338,4,288,2,other,0,8.756682421266532
30,services,married,tertiary,no,6,yes,no,cellular,5,may,279,2,342,2,failure,0,1.9459101490553132
37,admin.,married,secondary,no,176,yes,no,cellular,5,may,147,2,347,1,failure,0,5.176149732573829
30,technician,single,secondary,no,-522,yes,yes,cellular,5,may,670,2,286,6,failure,1,0.0
48,technician,single,tertiary,no,104,yes,no,cellular,5,may,124,2,344,1,other,0,4.653960350157523
36,technician,single,secondary,no,103,yes,no,cellular,5,may,122,2,344,2,failure,0,4.6443908991413725
39,blue-collar,single,secondary,no,519,yes,yes,cellular,5,may,180,3,166,15,failure,0,6.253828811575473
52,technician,married,secondary,no,221,yes,no,cellular,5,may,178,2,363,3,failure,0,5.402677381872279
51,blue-collar,married,primary,no,565,yes,yes,cellular,5,may,157,7,250,3,failure,0,6.338594078203183
37,management,married,tertiary,no,8564,yes,no,cellular,5,may,211,2,347,1,failure,0,9.05543941075822
35,admin.,married,secondary,no,1286,yes,no,cellular,5,may,862,3,337,1,other,1,7.160069207596127
42,blue-collar,married,secondary,no,2152,yes,no,cellular,5,may,319,2,169,1,failure,0,7.674617497364363
43,technician,divorced,secondary,no,305,yes,no,cellular,5,may,674,2,250,4,failure,0,5.723585101952381
27,admin.,married,secondary,no,3160,yes,no,cellular,5,may,209,5,343,1,failure,0,8.058643712215618
28,services,divorced,secondary,no,6,yes,yes,cellular,5,may,211,2,278,23,other,0,1.9459101490553132
53,services,married,primary,no,2618,yes,no,cellular,5,may,185,2,165,2,failure,0,7.870547844507712
45,management,married,tertiary,no,0,yes,no,cellular,5,may,469,2,342,1,failure,0,0.0
43,management,married,tertiary,no,176,yes,no,cellular,5,may,253,2,286,1,failure,0,5.176149732573829
31,technician,single,secondary,no,4888,yes,no,telephone,5,may,475,4,166,2,failure,0,8.494743062578646
41,blue-collar,married,secondary,no,440,yes,no,cellular,5,may,523,1,334,2,failure,0,6.089044875446846
30,management,single,tertiary,no,61,yes,no,telephone,5,may,36,7,165,5,other,0,4.127134385045092
34,technician,single,secondary,no,513,yes,no,cellular,5,may,165,3,169,5,other,0,6.2422232654551655
42,services,married,secondary,no,96,yes,no,cellular,5,may,238,3,340,2,failure,0,4.574710978503383
54,blue-collar,married,primary,no,1357,yes,yes,cellular,5,may,305,5,349,7,other,0,7.213768308118642
33,management,single,tertiary,no,0,yes,no,telephone,5,may,399,2,358,5,other,0,0.0
36,technician,single,secondary,no,7503,yes,no,telephone,5,may,193,1,335,1,failure,0,8.92319149068606
44,blue-collar,married,primary,no,0,yes,no,telephone,5,may,408,2,350,1,failure,0,0.0
37,management,divorced,tertiary,no,0,yes,no,cellular,5,may,74,8,351,11,failure,0,0.0
56,management,married,tertiary,no,505,yes,yes,cellular,5,may,221,1,169,3,failure,0,6.226536669287466
30,blue-collar,married,primary,no,-327,yes,yes,cellular,5,may,305,1,294,7,other,0,0.0
35,blue-collar,married,secondary,no,225,yes,no,cellular,6,may,160,7,343,2,failure,0,5.420534999272286
41,blue-collar,married,primary,no,-7,yes,no,cellular,6,may,104,2,365,2,failure,0,0.0
39,services,married,secondary,no,-311,yes,no,cellular,6,may,55,2,345,2,other,0,0.0
37,technician,single,secondary,no,5436,yes,no,cellular,6,may,7,11,351,1,failure,0,8.600982717145921
49,blue-collar,married,secondary,no,8545,yes,yes,cellular,6,may,199,7,167,1,failure,0,9.05321861620397
46,management,married,tertiary,no,523,yes,no,cellular,6,may,105,4,366,2,failure,0,6.261491684321042
37,management,married,tertiary,no,0,yes,no,cellular,6,may,149,1,13,12,success,0,0.0
49,blue-collar,married,secondary,no,2039,yes,no,cellular,6,may,451,1,169,2,failure,1,7.620705086838262
52,services,divorced,secondary,no,12,yes,no,cellular,6,may,78,1,170,1,failure,0,2.5649493574615367
35,management,married,tertiary,no,0,yes,yes,cellular,6,may,113,1,351,1,other,0,0.0
60,blue-collar,married,primary,no,6271,yes,no,cellular,6,may,210,2,254,5,failure,0,8.743850562030243
40,admin.,divorced,secondary,no,83,yes,no,cellular,6,may,327,1,280,6,failure,0,4.430816798843313
34,blue-collar,married,secondary,no,649,yes,no,cellular,6,may,224,1,363,1,other,0,6.476972362889683
49,management,married,tertiary,no,489,yes,no,cellular,6,may,65,1,358,1,failure,0,6.194405391104672
53,self-employed,married,secondary,no,-488,yes,no,cellular,6,may,207,1,342,1,failure,0,0.0
27,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653,1,334,2,success,1,6.566672429803241
40,services,married,secondary,no,1438,yes,no,cellular,6,may,207,1,351,2,failure,0,7.271703706887368
50,technician,married,secondary,no,0,yes,no,cellular,6,may,327,1,356,1,other,0,0.0
36,services,married,secondary,no,0,yes,no,cellular,6,may,215,3,280,3,failure,0,0.0
34,admin.,single,tertiary,no,18,yes,no,cellular,6,may,285,1,288,17,other,0,2.9444389791664403
30,self-employed,married,tertiary,yes,-1083,yes,no,cellular,6,may,401,1,336,2,failure,0,0.0
58,management,married,tertiary,no,0,yes,yes,cellular,6,may,293,1,351,2,failure,0,0.0
53,entrepreneur,divorced,tertiary,no,81,yes,no,cellular,6,may,178,5,352,3,failure,0,4.406719247264253
35,services,married,secondary,no,0,yes,no,cellular,6,may,343,3,351,1,failure,0,0.0
57,retired,married,primary,no,0,yes,no,cellular,6,may,62,2,273,2,failure,0,0.0
56,management,married,tertiary,no,563,yes,no,cellular,6,may,100,2,168,1,failure,0,6.335054251498059
32,blue-collar,single,secondary,no,1143,yes,yes,cellular,6,may,132,1,300,1,failure,0,7.042286171939743
36,admin.,married,secondary,no,788,yes,no,cellular,6,may,403,1,345,1,failure,0,6.670766320845874
37,technician,divorced,secondary,no,141,yes,no,cellular,6,may,848,1,364,3,failure,1,4.955827057601261
35,management,married,tertiary,no,105,yes,no,cellular,6,may,36,1,365,3,failure,0,4.663439094112067
43,blue-collar,married,secondary,no,388,yes,yes,cellular,6,may,644,1,355,2,failure,0,5.963579343618446
40,management,married,tertiary,no,-606,yes,no,cellular,6,may,90,1,345,1,failure,0,0.0
34,blue-collar,married,secondary,no,-349,yes,no,cellular,6,may,208,1,365,1,failure,0,0.0
30,admin.,married,secondary,no,-150,yes,no,cellular,6,may,174,1,365,1,failure,0,0.0
40,management,divorced,tertiary,no,69,yes,no,cellular,6,may,503,2,280,2,failure,0,4.248495242049359
33,admin.,married,tertiary,no,281,yes,no,cellular,6,may,257,1,365,1,failure,0,5.641907070938114
24,blue-collar,single,secondary,no,27,yes,no,cellular,6,may,404,1,338,2,failure,0,3.332204510175204
32,blue-collar,single,secondary,no,53,yes,no,cellular,6,may,153,1,169,2,failure,0,3.9889840465642745
52,services,divorced,secondary,no,238,yes,no,cellular,6,may,101,1,362,5,other,0,5.476463551931511
28,services,single,secondary,no,123,yes,no,cellular,6,may,115,1,359,3,failure,0,4.820281565605037
24,admin.,married,secondary,no,299,yes,no,cellular,6,may,209,1,321,1,failure,0,5.703782474656201
35,services,married,secondary,no,302,yes,no,cellular,6,may,137,1,364,1,failure,0,5.713732805509369
53,blue-collar,married,secondary,no,380,yes,yes,cellular,6,may,42,1,302,1,failure,0,5.942799375126701
49,blue-collar,divorced,primary,no,0,yes,no,cellular,6,may,305,1,281,2,failure,0,0.0
26,admin.,single,secondary,no,96,no,no,cellular,6,may,606,1,345,1,failure,0,4.574710978503383
30,management,divorced,tertiary,no,415,yes,yes,cellular,6,may,984,1,343,4,failure,1,6.030685260261263
29,admin.,married,secondary,no,2,yes,no,cellular,6,may,339,1,362,1,failure,0,1.0986122886681098
40,self-employed,married,secondary,no,311,yes,no,cellular,6,may,205,1,351,2,failure,0,5.7430031878094825
30,entrepreneur,married,secondary,no,392,yes,no,cellular,6,may,124,1,167,3,failure,0,5.973809611869261
37,blue-collar,married,primary,no,0,yes,no,cellular,6,may,226,1,363,3,other,0,0.0
44,entrepreneur,married,secondary,no,860,yes,yes,cellular,6,may,96,2,295,5,failure,0,6.7580945044277305
32,technician,single,secondary,no,6402,yes,no,cellular,6,may,158,1,167,1,success,0,8.764521909518802
39,services,married,primary,no,0,no,no,cellular,6,may,49,2,282,3,failure,0,0.0
33,admin.,divorced,secondary,yes,-18,yes,no,cellular,6,may,244,1,359,3,failure,0,0.0
53,entrepreneur,married,tertiary,no,54,yes,yes,cellular,6,may,123,1,169,1,failure,0,4.007333185232471
34,admin.,married,secondary,no,4902,yes,no,cellular,6,may,59,1,167,1,failure,0,8.497602541651233
37,technician,married,secondary,no,83,yes,no,cellular,6,may,68,1,363,1,failure,0,4.430816798843313
28,blue-collar,married,primary,no,60,yes,no,cellular,6,may,161,1,337,1,failure,0,4.110873864173311
23,services,married,secondary,no,83,yes,no,cellular,6,may,199,1,358,1,failure,0,4.430816798843313
38,management,single,tertiary,no,171,yes,yes,cellular,6,may,60,1,272,3,failure,0,5.147494476813453
32,services,married,secondary,no,509,yes,no,cellular,6,may,473,1,358,2,other,0,6.234410725718371
29,services,married,secondary,no,0,yes,yes,cellular,6,may,315,1,281,15,other,0,0.0
55,blue-collar,married,primary,no,1086,yes,no,cellular,6,may,146,1,272,2,failure,0,6.99117688712121
33,blue-collar,divorced,secondary,no,714,yes,no,cellular,6,may,208,1,344,2,other,0,6.5722825426940075
33,admin.,married,secondary,no,2468,yes,yes,cellular,6,may,84,1,282,4,failure,0,7.81156848934518
37,self-employed,married,primary,no,90,yes,no,telephone,6,may,39,1,363,2,failure,0,4.51085950651685
31,services,divorced,secondary,no,1016,yes,no,cellular,6,may,20,1,342,1,failure,0,6.92461239604856
51,self-employed,married,primary,no,106,yes,no,telephone,6,may,217,1,169,5,failure,0,4.672828834461906
34,entrepreneur,married,tertiary,no,0,yes,no,cellular,6,may,611,1,183,1,failure,1,0.0
42,technician,single,tertiary,no,-380,yes,no,cellular,6,may,413,1,294,1,other,0,0.0
29,blue-collar,married,secondary,no,751,yes,no,cellular,6,may,211,1,288,5,success,0,6.62273632394984
42,management,married,primary,no,-679,yes,yes,cellular,6,may,159,1,343,2,failure,0,0.0
31,technician,single,secondary,no,13,no,no,cellular,6,may,318,1,166,1,failure,0,2.6390573296152584
29,unemployed,single,tertiary,no,7,no,no,cellular,6,may,51,1,179,1,failure,0,2.0794415416798357
38,technician,single,secondary,no,613,yes,yes,cellular,6,may,285,2,254,14,other,0,6.419994928147142
46,blue-collar,married,primary,no,91,yes,no,cellular,6,may,29,1,356,2,failure,0,4.5217885770490405
38,blue-collar,married,primary,no,689,yes,no,cellular,6,may,585,2,296,2,failure,0,6.536691597591305
41,admin.,married,primary,no,0,yes,no,cellular,6,may,184,2,323,1,failure,0,0.0
33,blue-collar,married,primary,no,-457,yes,yes,cellular,6,may,128,1,350,1,failure,0,0.0
50,admin.,divorced,secondary,yes,2405,yes,no,cellular,6,may,114,1,287,8,failure,0,7.785720896534624
30,blue-collar,married,secondary,no,5903,yes,no,cellular,6,may,231,1,363,1,failure,0,8.683385366280309
36,management,single,tertiary,no,7506,yes,no,cellular,6,may,839,2,188,1,success,1,8.923591197573002
38,technician,single,secondary,no,1255,yes,no,cellular,6,may,120,1,170,4,failure,0,7.135687347028144
47,admin.,married,primary,no,31,yes,no,cellular,6,may,50,1,356,1,failure,0,3.4657359027997265
30,services,single,primary,no,411,yes,no,cellular,6,may,457,1,358,1,other,0,6.021023349349527
34,technician,single,secondary,no,827,yes,no,cellular,6,may,254,1,267,4,failure,0,6.71901315438526
33,services,single,tertiary,no,1268,yes,no,cellular,6,may,451,1,350,1,other,0,7.1459844677143876
35,blue-collar,married,secondary,no,80,yes,yes,cellular,6,may,317,1,363,1,failure,0,4.394449154672439
37,management,single,tertiary,no,102,yes,no,cellular,6,may,445,1,258,2,failure,1,4.634728988229636
34,admin.,single,secondary,no,69,yes,no,telephone,6,may,92,3,362,4,other,0,4.248495242049359
50,technician,divorced,secondary,no,636,yes,no,cellular,6,may,127,2,254,23,other,0,6.456769655572163
27,technician,single,secondary,no,2,yes,yes,cellular,6,may,554,2,356,1,failure,1,1.0986122886681098
53,management,divorced,secondary,no,28,yes,no,cellular,6,may,135,2,289,1,failure,0,3.367295829986474
45,unemployed,divorced,secondary,no,728,yes,yes,cellular,6,may,156,2,169,1,failure,0,6.591673732008658
32,admin.,married,secondary,no,752,yes,no,cellular,6,may,519,2,166,5,failure,1,6.6240652277998935
29,technician,single,tertiary,no,183,yes,yes,cellular,6,may,64,1,343,2,failure,0,5.214935757608986
22,student,single,secondary,no,310,yes,no,cellular,6,may,903,2,355,1,other,0,5.739792912179234
35,entrepreneur,single,tertiary,no,1416,yes,no,cellular,6,may,100,1,169,12,other,0,7.256297239690681
30,technician,single,tertiary,no,3,yes,no,cellular,6,may,45,2,169,2,failure,0,1.3862943611198906
47,blue-collar,married,secondary,no,-216,yes,no,cellular,6,may,197,1,282,3,failure,0,0.0
49,management,married,secondary,no,99,yes,no,cellular,6,may,687,2,343,1,failure,1,4.605170185988092
34,services,divorced,secondary,no,991,yes,no,cellular,6,may,89,1,344,1,failure,0,6.899723107284872
38,technician,married,secondary,no,1016,yes,yes,cellular,6,may,74,2,167,4,failure,0,6.92461239604856
32,technician,single,secondary,yes,-92,yes,no,cellular,6,may,139,1,363,1,other,0,0.0
29,technician,single,tertiary,no,-803,yes,yes,cellular,6,may,827,1,329,9,failure,0,0.0
42,blue-collar,divorced,secondary,no,1491,yes,no,cellular,6,may,203,2,334,2,failure,0,7.307872780763706
32,management,single,tertiary,no,-248,yes,yes,cellular,6,may,109,1,315,20,other,0,0.0
35,management,single,tertiary,no,1494,yes,no,cellular,6,may,311,1,169,2,success,0,7.3098814858247865
44,services,married,secondary,no,1872,yes,no,cellular,6,may,175,1,322,3,failure,0,7.5352967024440884
34,entrepreneur,single,secondary,no,339,yes,no,cellular,6,may,110,2,359,2,failure,0,5.8289456176102075
26,entrepreneur,married,tertiary,no,37,yes,yes,cellular,6,may,207,1,363,2,failure,0,3.6375861597263857
38,management,married,tertiary,no,4293,yes,no,cellular,6,may,92,2,250,2,failure,0,8.364973978438726
28,unemployed,single,tertiary,no,1010,yes,no,cellular,6,may,911,1,336,2,failure,0,6.918695219020472
36,management,married,tertiary,no,222,yes,no,cellular,6,may,317,1,169,2,failure,0,5.407171771460119
29,services,single,secondary,no,79,yes,no,cellular,6,may,811,1,334,3,other,0,4.382026634673881
48,services,married,secondary,no,2597,yes,no,cellular,6,may,182,2,355,1,failure,0,7.862497197230545
32,technician,divorced,secondary,no,3345,yes,no,cellular,6,may,118,1,260,3,failure,0,8.11552088154677
38,housemaid,divorced,primary,no,0,yes,yes,cellular,6,may,79,2,166,7,failure,0,0.0
52,blue-collar,married,primary,no,230,yes,no,cellular,6,may,198,2,170,2,failure,0,5.442417710521793
50,admin.,married,primary,no,458,yes,no,cellular,6,may,116,2,363,1,failure,0,6.129050210060545
49,services,married,primary,no,0,yes,no,cellular,6,may,445,2,166,3,failure,1,0.0
42,technician,single,secondary,no,568,yes,no,cellular,6,may,311,2,341,2,failure,0,6.343880434126331
32,technician,married,secondary,no,-360,yes,no,cellular,6,may,131,2,344,2,failure,0,0.0
33,blue-collar,married,primary,no,289,yes,no,cellular,6,may,309,1,363,4,failure,0,5.66988092298052
47,self-employed,married,tertiary,no,2303,yes,no,cellular,6,may,323,2,364,1,failure,0,7.742402021815782
38,management,married,tertiary,no,-1884,yes,no,cellular,6,may,82,2,289,1,failure,0,0.0
35,blue-collar,divorced,primary,no,4401,yes,no,cellular,6,may,316,2,279,4,failure,0,8.389814262086407
35,management,married,tertiary,no,272,yes,no,cellular,6,may,251,4,289,2,failure,0,5.60947179518496
37,management,married,tertiary,no,0,yes,no,cellular,6,may,84,2,169,3,failure,0,0.0
37,services,married,primary,yes,-483,yes,yes,cellular,6,may,222,2,168,3,failure,0,0.0
36,services,married,tertiary,no,260,yes,no,cellular,6,may,167,3,299,2,failure,0,5.564520407322694
54,admin.,married,secondary,no,614,yes,no,cellular,6,may,322,2,343,2,failure,0,6.421622267806518
35,management,single,tertiary,no,2576,yes,yes,cellular,6,may,136,3,273,4,failure,0,7.854381210652365
37,admin.,married,tertiary,no,828,yes,no,cellular,6,may,206,2,342,1,failure,0,6.720220155135295
36,technician,single,secondary,no,634,yes,no,cellular,6,may,281,2,250,2,failure,0,6.453624998892692
27,student,single,secondary,no,3096,yes,no,telephone,6,may,62,4,357,1,failure,0,8.038189179973203
35,entrepreneur,married,tertiary,no,355,yes,no,cellular,6,may,183,2,355,1,failure,0,5.87493073085203
30,blue-collar,married,secondary,no,313,yes,yes,cellular,6,may,311,3,364,1,failure,0,5.749392985908253
40,blue-collar,married,primary,no,34,yes,no,cellular,6,may,350,2,344,1,failure,0,3.5553480614894135
32,admin.,divorced,tertiary,no,-2,yes,no,cellular,6,may,103,3,168,1,failure,0,0.0
33,management,married,secondary,no,3935,yes,no,cellular,6,may,765,1,342,2,failure,1,8.277920258172143
52,management,divorced,tertiary,no,1988,yes,no,cellular,6,may,88,1,299,1,failure,0,7.5953872788539725
37,technician,married,secondary,no,1345,yes,no,cellular,6,may,74,6,169,4,failure,0,7.204892510204673
25,blue-collar,single,secondary,no,51,yes,no,cellular,6,may,70,3,356,4,other,0,3.9512437185814275
30,services,single,secondary,no,346,yes,no,cellular,6,may,87,3,345,5,other,0,5.849324779946859
32,blue-collar,married,secondary,no,25,yes,no,cellular,6,may,28,2,345,3,other,0,3.258096538021482
30,admin.,single,secondary,no,1282,yes,no,cellular,6,may,346,3,356,2,other,0,7.1569563646156364
28,blue-collar,married,tertiary,no,417,yes,yes,cellular,6,may,523,2,363,2,failure,0,6.035481432524756
26,unemployed,married,secondary,no,285,yes,no,cellular,6,may,265,2,342,2,failure,0,5.655991810819852
37,technician,married,secondary,no,146,yes,yes,cellular,6,may,82,2,356,2,failure,0,4.990432586778736
41,blue-collar,married,primary,no,13,yes,no,cellular,6,may,358,2,306,1,failure,0,2.6390573296152584
46,blue-collar,married,primary,no,147,yes,no,cellular,6,may,116,2,169,3,failure,0,4.997212273764115
40,management,married,tertiary,no,429,yes,no,cellular,6,may,222,2,363,4,failure,0,6.063785208687608
34,technician,single,secondary,no,1259,yes,no,cellular,6,may,379,2,169,1,failure,0,7.138866999945524
48,entrepreneur,divorced,secondary,no,2,yes,yes,cellular,6,may,593,2,281,4,failure,0,1.0986122886681098
31,management,single,tertiary,no,59,yes,yes,cellular,6,may,1347,2,363,1,failure,1,4.0943445622221
40,services,single,secondary,no,326,yes,no,cellular,6,may,242,2,169,2,failure,0,5.7899601708972535
51,management,divorced,tertiary,no,318,yes,no,cellular,6,may,102,2,355,2,failure,0,5.765191102784844
31,blue-collar,single,secondary,no,-457,yes,no,cellular,6,may,270,4,366,2,failure,0,0.0
38,management,single,tertiary,no,427,yes,no,cellular,6,may,17,3,169,2,failure,0,6.059123195581797
41,technician,married,secondary,no,741,yes,no,cellular,6,may,606,3,335,6,other,0,6.60934924316738
46,blue-collar,married,secondary,no,-1400,yes,no,telephone,6,may,309,3,355,4,failure,0,0.0
39,unemployed,married,primary,no,1147,yes,yes,cellular,6,may,232,2,363,5,failure,0,7.045776576879511
29,blue-collar,married,secondary,no,100,yes,yes,cellular,6,may,152,4,344,2,failure,0,4.61512051684126
38,technician,single,secondary,no,435,yes,no,cellular,6,may,437,4,345,1,failure,0,6.077642243349034
40,management,married,tertiary,no,1598,yes,yes,cellular,6,may,1074,4,344,3,failure,1,7.377133712833954
34,technician,single,secondary,no,440,yes,no,cellular,6,may,445,2,345,2,failure,0,6.089044875446846
35,technician,single,tertiary,no,275,yes,no,cellular,6,may,157,3,254,5,failure,0,5.62040086571715
31,self-employed,single,secondary,no,148,yes,yes,cellular,6,may,232,2,167,4,failure,0,5.003946305945459
22,blue-collar,married,secondary,no,223,yes,no,cellular,6,may,268,1,344,1,failure,0,5.4116460518550396
37,admin.,single,secondary,no,22,yes,no,cellular,7,may,28,2,289,5,failure,0,3.1354942159291497
48,blue-collar,married,primary,no,-254,yes,no,cellular,7,may,210,2,346,1,other,0,0.0
48,management,married,secondary,no,3663,yes,no,telephone,7,may,25,5,169,1,failure,0,8.20631072579402
56,entrepreneur,divorced,tertiary,no,151,yes,no,cellular,7,may,16,5,171,1,other,0,5.0238805208462765
32,blue-collar,single,secondary,no,1402,yes,no,cellular,7,may,343,3,295,5,other,0,7.246368080102461
36,blue-collar,married,secondary,no,975,yes,no,cellular,7,may,186,2,295,1,failure,0,6.883462586413092
50,management,married,tertiary,no,29,yes,no,cellular,7,may,83,4,266,20,other,0,3.4011973816621555
54,blue-collar,married,primary,no,-864,yes,no,telephone,7,may,755,3,363,5,failure,0,0.0
25,services,married,secondary,no,10,yes,no,cellular,7,may,51,1,294,1,failure,0,2.3978952727983707
31,self-employed,single,tertiary,no,253,yes,no,cellular,7,may,157,1,349,4,failure,0,5.537334267018537
30,management,married,secondary,no,-559,yes,yes,cellular,7,may,98,1,167,2,failure,0,0.0
33,admin.,single,tertiary,no,490,yes,no,cellular,7,may,31,1,363,2,failure,0,6.19644412779452
50,admin.,single,secondary,no,2040,yes,no,cellular,7,may,149,1,357,1,failure,0,7.621195162809845
36,blue-collar,married,secondary,no,89,yes,no,cellular,7,may,62,6,366,2,failure,0,4.499809670330265
28,blue-collar,single,secondary,yes,87,yes,no,cellular,7,may,27,1,345,1,failure,0,4.477336814478207
34,management,single,tertiary,no,171,yes,no,cellular,7,may,191,1,294,1,failure,0,5.147494476813453
32,management,single,tertiary,no,41,yes,no,cellular,7,may,449,1,338,1,other,0,3.7376696182833684
56,admin.,single,secondary,no,1854,yes,no,telephone,7,may,45,1,342,2,failure,0,7.5256399750415355
39,management,single,tertiary,no,968,yes,no,cellular,7,may,59,1,258,6,failure,0,6.876264611890766
31,management,single,tertiary,no,874,yes,no,cellular,7,may,98,1,170,2,failure,0,6.774223886357614
51,management,married,secondary,no,441,yes,no,cellular,7,may,189,2,167,2,other,0,6.091309882077698
37,services,married,secondary,no,343,yes,yes,cellular,7,may,104,1,304,7,failure,0,5.840641657373398
27,blue-collar,married,secondary,no,245,yes,no,cellular,7,may,121,1,344,2,failure,0,5.5053315359323625
33,admin.,married,secondary,no,-370,yes,no,cellular,7,may,261,1,345,1,failure,1,0.0
29,admin.,single,tertiary,no,422,yes,no,cellular,7,may,103,1,363,1,failure,0,6.0473721790462776
35,technician,married,secondary,no,883,yes,no,cellular,7,may,333,1,351,1,failure,0,6.784457062637643
30,blue-collar,divorced,secondary,no,292,yes,no,cellular,7,may,381,1,335,5,other,0,5.680172609017068
53,self-employed,married,tertiary,no,167,yes,no,cellular,7,may,84,1,343,1,other,0,5.123963979403259
31,services,divorced,primary,no,459,yes,no,cellular,7,may,623,1,293,1,success,1,6.131226489483141
30,technician,married,secondary,no,3875,yes,no,cellular,7,may,131,1,338,2,other,0,8.262558973010657
34,blue-collar,divorced,secondary,no,-131,yes,no,cellular,7,may,132,1,356,1,failure,0,0.0
56,blue-collar,married,secondary,no,471,yes,no,cellular,7,may,104,1,342,2,failure,0,6.156978985585555
35,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,19,1,360,2,failure,0,0.0
35,technician,divorced,secondary,no,44,yes,yes,cellular,7,may,366,1,167,2,failure,0,3.8066624897703196
34,management,single,tertiary,no,2607,no,no,cellular,7,may,63,1,336,12,other,0,7.866338923046544
43,admin.,married,secondary,no,24,yes,no,cellular,7,may,183,4,357,2,other,0,3.2188758248682006
27,services,married,secondary,no,58,yes,no,cellular,7,may,113,1,337,2,other,0,4.07753744390572
54,management,divorced,secondary,no,300,yes,no,cellular,7,may,329,1,168,2,success,0,5.707110264748875
32,technician,single,tertiary,no,69,no,no,cellular,7,may,95,1,357,3,other,0,4.248495242049359
32,technician,single,tertiary,no,514,yes,yes,cellular,7,may,138,1,168,1,failure,0,6.244166900663736
34,technician,single,secondary,no,49,no,no,cellular,7,may,393,1,351,1,failure,0,3.912023005428146
32,services,married,secondary,no,426,yes,yes,cellular,7,may,383,1,339,1,other,0,6.056784013228625
32,blue-collar,single,secondary,no,1291,yes,no,cellular,7,may,223,1,293,1,failure,0,7.163946684342547
50,entrepreneur,married,secondary,no,806,yes,yes,cellular,7,may,141,8,297,2,other,0,6.693323668269949
42,blue-collar,married,primary,no,1461,yes,no,cellular,7,may,757,2,170,3,failure,1,7.2875606403097235
38,technician,single,tertiary,no,178,yes,no,cellular,7,may,184,1,351,1,failure,0,5.187385805840755
27,technician,single,secondary,no,-211,yes,no,cellular,7,may,146,1,349,3,failure,0,0.0
38,admin.,divorced,secondary,no,673,yes,no,cellular,7,may,429,1,170,3,other,0,6.513230110912307
37,management,married,tertiary,no,900,yes,no,cellular,7,may,155,1,357,2,failure,0,6.803505257608338
32,technician,single,secondary,no,1210,yes,yes,cellular,7,may,107,1,344,4,failure,0,7.099201743553092
45,management,married,tertiary,no,1033,yes,no,cellular,7,may,177,1,357,1,failure,0,6.9411900550683745
28,services,single,secondary,no,6332,yes,no,telephone,7,may,149,1,343,4,failure,0,8.753529336516431
36,entrepreneur,married,tertiary,no,280,yes,no,cellular,7,may,252,1,351,1,failure,0,5.638354669333745
41,management,married,primary,no,733,yes,no,cellular,7,may,69,1,335,7,failure,0,6.598509028614515
41,services,single,primary,no,5907,yes,no,cellular,7,may,198,1,167,5,failure,0,8.68406264365127
36,admin.,single,secondary,no,0,yes,yes,telephone,7,may,63,1,168,3,failure,0,0.0
36,management,single,tertiary,no,-679,yes,yes,cellular,7,may,172,1,93,1,failure,0,0.0
45,entrepreneur,married,tertiary,no,3689,yes,no,cellular,7,may,397,1,169,5,failure,0,8.213381737034572
39,management,married,tertiary,no,3,yes,no,cellular,7,may,1145,1,170,1,failure,0,1.3862943611198906
33,blue-collar,married,primary,no,494,yes,no,cellular,7,may,159,1,346,2,failure,0,6.20455776256869
30,admin.,married,secondary,no,187,yes,no,cellular,7,may,56,1,170,1,failure,0,5.236441962829949
39,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,502,1,7,2,failure,0,0.0
36,management,single,tertiary,no,4,yes,no,cellular,7,may,855,2,342,1,failure,1,1.6094379124341003
35,services,single,secondary,no,544,yes,no,cellular,7,may,91,1,345,2,failure,0,6.300785794663244
44,blue-collar,divorced,primary,no,-57,yes,no,cellular,7,may,234,1,356,2,failure,0,0.0
32,blue-collar,married,secondary,no,428,yes,no,cellular,7,may,93,1,363,1,failure,0,6.061456918928017
